post_id,text_content,hashtags,mentions,keywords,topic_category,platform_id
b15vbd612n9i,Has anyone else experienced customer service with Toyota's Tacoma? Wouldn't recommend.  #Lifestyle Really interested in hearing your thoughts!,#Lifestyle,,"durable, customer, innovation, fast",Pricing,1
bvh2lbxg0kog,My two days review of Nike Air Jordan: Mixed feelings about it. #Premium Would love to get your feedback!,#Premium,@IndustryExpert,"excellent, design, durable, innovation",Product,2
j6snpny5b4vz,"Comparing Adidas Gazelle to the competition. Returning it ASAP. #Beauty, #Health Really interested in hearing your thoughts!","#Beauty, #Health",@ReviewSite,"budget, satisfaction",Pricing,2
mrvy604pee9l,"Just tried the Pixel 8 from Google. Highly recommend. #Reviews, #Limited Let me know what you think!","#Reviews, #Limited","@RetailSupport, @StyleGuide","efficient, outdated, feature, slow",Support,3
b4q7lrvnapnn,"Just tried the iPad Air from Apple. Wouldn't recommend. #CustomerService, #Lifestyle, #BestValue Curious about your experience too.","#CustomerService, #Lifestyle, #BestValue","@BrandSupport, @InfluencerName","performance, service",Pricing,2
gh90z5ugkp49,"Just unboxed my new Galaxy Z Fold from Samsung. As expected. Frustrated #Affordable, #Fashion Let me know what you think!","#Affordable, #Fashion",@NewsOutlet,"user-friendly, reliable",Support,5
0u9ek5po5kvx,"Just unboxed my new Diet Pepsi from Pepsi. Not bad. Thrilled #Fashion, #Fitness Really interested in hearing your thoughts!","#Fashion, #Fitness","@TechHelp, @BrandSupport","competitive, upgraded, reliable",Marketing,4
or2b2nvk2rni,"My one week review of Apple Vision Pro: As expected. #Quality, #Sale, #Eco Curious about your experience too.","#Quality, #Sale, #Eco",@MarketingTeam,"reliable, user-friendly",Returns,5
zosn8u2m20fo,"Loving it with my new Coca-Cola Vanilla from Coca-Cola! Does the job. #Trending, #Quality, #Fashion","#Trending, #Quality, #Fashion",,"cheap, disappointing, helpful",Pricing,2
fpsezbr3q1iz,"Just saw an ad for Samsung Galaxy Watch during the SummerSale. Had issues with it. #Travel, #BestValue","#Travel, #BestValue","@CelebrityName, @BrandCEO","price, cheap, helpful, competitive",Marketing,4
l294qd37a51p,"Has anyone else experienced delivery delays with Amazon's Ring Camera? Had issues with it. @StyleGuide, @InfluencerName #MustHave, #Reviews, #Sale","#MustHave, #Reviews, #Sale","@StyleGuide, @InfluencerName","delivery, expensive, customer",Marketing,4
84hz9nnphk87,"Any advice about Google's Chromebook? @StyleGuide, @MarketingTeam #MustHave, #Reviews Would love to get your feedback!","#MustHave, #Reviews","@StyleGuide, @MarketingTeam","improved, feature, delivery, poor",Marketing,5
ow4bzw3s2rxa,"What's your opinion about Toyota's Corolla?  #Exclusive, #BestValue, #Trending Let me know what you think!","#Exclusive, #BestValue, #Trending",,"feature, cheap, sustainable",Support,5
pt4ejuuqs8ep,"Has anyone else experienced software bugs with Adidas's Ultraboost? As expected.  #Reviews, #Food Would love to get your feedback!","#Reviews, #Food",,"cheap, disappointing, traditional",Support,2
ihc8771xwbvo,"Just saw an ad for Toyota Corolla during the DigitalTransformation. Not worth the money. #Beauty, #Eco","#Beauty, #Eco","@BrandSupport, @StyleGuide","durable, cheap, reliable",Returns,1
sesxojtdseeg,"Loving it with my new Diet Pepsi from Pepsi! Had issues with it. #Tech, #Sustainable","#Tech, #Sustainable","@RetailSupport, @CompetitorBrand","eco-friendly, competitive, customer, traditional",Delivery,3
coqgtetslidy,"Nike SpringBlast2025 is disappointing! Can't wait to see what's coming next. #BestValue, #Trending Curious about your experience too.","#BestValue, #Trending","@IndustryExpert, @ReviewSite","satisfaction, luxury, responsive",Returns,3
5lhx5lw2uuzz,"Frustrated with my new Highlander from Toyota! Best purchase ever. #Discount, #NewRelease Would love to get your feedback!","#Discount, #NewRelease","@TrendSetter, @BrandSupport","responsive, unique, outdated, customer",Marketing,2
dshv5d4gqgz4,"Google CustomerFirst is underwhelming! Can't wait to see what's coming next. #Travel, #MustHave, #Food Curious about your experience too.","#Travel, #MustHave, #Food",,"delivery, premium, recommendation",Delivery,5
n293muiujydn,"Anyone have tips about Pepsi's Crystal Pepsi? @RetailSupport #Innovation, #Quality, #TrendAlert Would love to get your feedback!","#Innovation, #Quality, #TrendAlert",@RetailSupport,"satisfaction, quality",Product,3
umfi9cgtysti,"What's your opinion about Amazon's Fire Tablet? @RetailSupport, @TrendSetter #Limited, #MustHave, #Reviews Let me know what you think!","#Limited, #MustHave, #Reviews","@RetailSupport, @TrendSetter","amazing, traditional",Marketing,2
ctb2uexmwcrn,"Just saw an ad for Nike Zoom Pegasus during the ValentinesDeals. Absolutely loving it. #Sustainable, #Beauty","#Sustainable, #Beauty",@CustomerService,"upgraded, traditional, disappointing, sustainable",Delivery,5
644j09llbch9,"Just saw an ad for Samsung Galaxy Tab during the LaunchWave. Not bad. #CustomerService, #Reviews","#CustomerService, #Reviews",@TrendSetter,"stylish, recommendation",Returns,2
jegsae731ln7,Attended the Coca-Cola CustomerFirst event yesterday. It's okay. #Innovation Curious about your experience too.,#Innovation,@IndustryExpert,"satisfaction, eco-friendly, service",Marketing,3
4cgqfwv2wkvt,"Just saw an ad for Toyota Tundra during the BackToSchool. Worth every penny. #Premium, #Affordable","#Premium, #Affordable","@MarketingTeam, @NewsOutlet","satisfaction, price, traditional",Returns,4
8n1z5amwh7f3,"Just saw an ad for Samsung Galaxy Z Fold during the ReferralBonus. Exceeded my expectations. #Sale, #Affordable, #Exclusive","#Sale, #Affordable, #Exclusive",@BrandSupport,"poor, innovation, budget, customer",Delivery,3
y0ahrav25p60,Just unboxed my new Air Jordan from Nike. Wouldn't recommend. Could someone explain #Quality Curious about your experience too.,#Quality,"@CelebrityName, @IndustryExpert","price, eco-friendly, unique, improved",Delivery,5
l9le2bn19n6k,"Super excited with my new Pixel Tablet from Google! It's okay. #ProductLaunch, #Premium Let me know what you think!","#ProductLaunch, #Premium",,"experience, cheap, improved",Support,3
stqo1fyvg1lj,"My one year review of Adidas Ultraboost: Disappointed with the quality. #Discount, #Premium, #Limited Really interested in hearing your thoughts!","#Discount, #Premium, #Limited","@TechHelp, @CelebrityName","traditional, customer, expensive",Support,4
7ue2evhecu6c,"Just tried the Galaxy Tab from Samsung. Disappointed with the quality. #SpecialOffer, #Innovation, #Discount Would love to get your feedback!","#SpecialOffer, #Innovation, #Discount","@IndustryExpert, @CompetitorBrand","efficient, service, outdated, value",Support,1
la14rvbaievk,Sad to report with my new Pixel 8 from Google! Exceeded my expectations. #Fashion Let me know what you think!,#Fashion,@NewsOutlet,"expensive, modern, slow, budget",Delivery,2
32wnczuewqgo,"My one week review of Amazon Kindle: Not bad. #Limited, #SpecialOffer Curious about your experience too.","#Limited, #SpecialOffer",@CustomerService,"design, responsive",Product,5
cpomsb9ub2pk,Should I upgrade about Toyota's Sienna?  #Deal Curious about your experience too.,#Deal,,"disappointing, expensive, efficient, slow",Pricing,5
ltu0hzd4yeui,Just unboxed my new Surface Go from Microsoft. As expected. Cannot believe #Eco Curious about your experience too.,#Eco,"@RetailSupport, @MarketingTeam","traditional, eco-friendly, sustainable",Delivery,5
w143vnxrnfkp,"Should I upgrade about Apple's Apple Watch?  #CustomerService, #Lifestyle Curious about your experience too.","#CustomerService, #Lifestyle",,"competitive, sustainable",Marketing,4
dugktbt439w3,"Amazon WinterWonders is disappointing! Can't wait to see what's coming next. #Discount, #Tech, #Premium Really interested in hearing your thoughts!","#Discount, #Tech, #Premium",,"sustainable, improved, feature",Support,5
iydqruqyvtio,"Just tried the Fanta from Coca-Cola. Returning it ASAP. #BestValue, #NewRelease, #Innovation Would love to get your feedback!","#BestValue, #NewRelease, #Innovation",@BrandCEO,"amazing, delivery, outdated",Returns,2
7xio7gisg5a9,"My three months review of Toyota RAV4: Highly recommend. #Tech, #CustomerService Really interested in hearing your thoughts!","#Tech, #CustomerService",@StyleGuide,"durable, poor",Product,4
ub0f8mn2znuo,"Just saw an ad for Pepsi Pepsi Max during the CyberMonday. Wouldn't recommend. #Affordable, #Reviews","#Affordable, #Reviews","@ProductTeam, @CelebrityName","price, modern, premium",Support,1
4f12x99filge,How do I fix about Samsung's Neo QLED TV?  #Health Really interested in hearing your thoughts!,#Health,,"cheap, expensive, luxury, price",Product,4
n62ebomap0cq,"Just saw an ad for Google Pixel Watch during the ValentinesDeals. Not worth the money. #Promo, #Limited, #CustomerService","#Promo, #Limited, #CustomerService",@TrendSetter,"amazing, customer, premium, responsive",Support,2
ii1esnu6f2r7,Just unboxed my new iPhone 15 from Apple. Not worth the money. Delighted #Fashion Would love to get your feedback!,#Fashion,"@RetailSupport, @ProductTeam","sustainable, stylish, budget",Support,4
79f22x3cjm5i,"Attended the Pepsi BackToSchool event yesterday. Best purchase ever. #Premium, #NewRelease, #Fashion Curious about your experience too.","#Premium, #NewRelease, #Fashion","@TrendSetter, @ReviewSite","stylish, luxury, performance, eco-friendly",Pricing,1
574skqp5e61j,"My two days review of Toyota Tundra: Returning it ASAP. #Deal, #Sale, #Tech Curious about your experience too.","#Deal, #Sale, #Tech",@BrandCEO,"innovation, unique, competitive",Pricing,2
7bjv7cfx71yq,"Comparing Adidas Yeezy to the competition. Returning it ASAP. #Travel, #MustHave, #Fitness Would love to get your feedback!","#Travel, #MustHave, #Fitness",@TrendSetter,"traditional, unique, quality, excellent",Pricing,4
brsiwtsdvj10,Pepsi CustomerFirst is excellent! Can't wait to see what's coming next. #TrendAlert Would love to get your feedback!,#TrendAlert,,"reliable, excellent, value",Delivery,4
ozg27d9gszm4,"Should I upgrade about Pepsi's Pepsi Wild Cherry? @TechHelp #BestValue, #Limited Curious about your experience too.","#BestValue, #Limited",@TechHelp,"performance, cheap",Marketing,2
ogfmfqz0i6l5,"Anyone have tips about Amazon's Ring Camera?  #Reviews, #CustomerService, #Travel Really interested in hearing your thoughts!","#Reviews, #CustomerService, #Travel",,"cheap, satisfaction",Returns,4
64tzr0zu6vk2,Apple BlackFriday is standard! Can't wait to see what's coming next. #ProductLaunch Would love to get your feedback!,#ProductLaunch,,"delivery, satisfaction",Delivery,1
zll4jjfgwjyv,"Just tried the Pepsi Wild Cherry from Pepsi. Does the job. #Food, #Promo Curious about your experience too.","#Food, #Promo",@CompetitorBrand,"durable, improved, eco-friendly",Delivery,2
moftin9ijoyq,"My six months review of Amazon Fire TV: Disappointed with the quality. #Affordable, #Food, #SpecialOffer","#Affordable, #Food, #SpecialOffer",,"cheap, disappointing, expensive",Pricing,5
o6kg5rfo2obw,"Has anyone else experienced customer service with Amazon's Ring Camera? Worth every penny.  #Innovation, #ProductLaunch","#Innovation, #ProductLaunch",,"feature, poor, cheap, amazing",Marketing,1
wsse413uz3hi,"Just unboxed my new Pepsi Max from Pepsi. Highly recommend. Bummed out #Fitness, #Beauty, #Reviews","#Fitness, #Beauty, #Reviews",@BrandSupport,"improved, outdated, premium",Returns,1
fwo61mt523a2,"Just tried the MacBook Pro from Apple. Highly recommend. #NewRelease, #Quality, #Exclusive Would love to get your feedback!","#NewRelease, #Quality, #Exclusive",@CustomerService,"upgraded, satisfaction, fast, outdated",Returns,5
nuos5zc7ty1o,"Has anyone else experienced battery problems with Google's Pixel Tablet? Had issues with it. @ProductTeam #CustomerService, #Health, #Premium","#CustomerService, #Health, #Premium",@ProductTeam,"responsive, feature, experience, luxury",Pricing,1
yeuxlkt22ilu,"Just unboxed my new Air Max from Nike. Best purchase ever. Confused about #Sustainable, #Travel, #Eco","#Sustainable, #Travel, #Eco","@IndustryExpert, @BrandSupport","feature, performance, poor, price",Returns,5
yxj8nkeb3h2n,Just tried the Galaxy Buds from Samsung. Mixed feelings about it. #Sale Let me know what you think!,#Sale,,"competitive, recommendation, price, poor",Marketing,5
e4tir3cv04ta,"What's your opinion about Pepsi's Pepsi Zero Sugar? @ReviewSite #Sustainable, #Fitness, #BestValue Really interested in hearing your thoughts!","#Sustainable, #Fitness, #BestValue",@ReviewSite,"value, user-friendly",Product,4
5cau14pbelot,"Just tried the Pixel Watch from Google. Returning it ASAP. #Travel, #Quality Let me know what you think!","#Travel, #Quality","@StyleGuide, @ReviewSite","value, durable, traditional, cheap",Returns,5
z5xf4zojkybg,Comparing Apple iPhone 15 to the competition. Wouldn't recommend. #Deal Curious about your experience too.,#Deal,"@IndustryExpert, @ProductTeam","value, feature",Product,4
ns5y5opezwu1,"Just unboxed my new Pixel Watch from Google. Returning it ASAP. Bummed out #CustomerService, #Fitness","#CustomerService, #Fitness",,"budget, fast, responsive",Returns,3
p0ohmr6ukzy1,"Anyone have tips about Samsung's Galaxy Tab? @NewsOutlet, @InfluencerName #Trending Let me know what you think!",#Trending,"@NewsOutlet, @InfluencerName","budget, satisfaction",Delivery,3
8d1dbq225yud,"Frustrated with my new Fire TV from Amazon! Absolutely loving it. #Innovation, #Fashion Really interested in hearing your thoughts!","#Innovation, #Fashion",,"durable, recommendation",Product,1
pcgs4v1vd4gn,"Has anyone else experienced customer service with Adidas's Yeezy? Absolutely loving it. @BrandSupport, @ReviewSite #Discount",#Discount,"@BrandSupport, @ReviewSite","performance, poor, modern, efficient",Support,3
cw63c20zh9cr,"Comparing Google Pixel Buds to the competition. Wouldn't recommend. #Deal, #BestValue, #MustHave Curious about your experience too.","#Deal, #BestValue, #MustHave",@MarketingTeam,"innovation, excellent, outdated, reliable",Product,4
dkn2g7hk1sx2,"Just saw an ad for Pepsi Pepsi Wild Cherry during the BackToSchool. Best purchase ever. #Limited, #Beauty","#Limited, #Beauty",,"amazing, durable, feature, recommendation",Delivery,4
0k27k31r1q0y,"Nike WinterWonders is subpar! Can't wait to see what's coming next. #Food, #Sale, #Beauty Would love to get your feedback!","#Food, #Sale, #Beauty","@CustomerService, @CelebrityName","experience, competitive",Support,4
3gajouri54ms,Pepsi BlackFriday is standard! Can't wait to see what's coming next. #Exclusive Really interested in hearing your thoughts!,#Exclusive,,"stylish, modern, fast",Marketing,4
lgc1ylysow6y,Attended the Adidas PowerRelease event yesterday. Best purchase ever. #Fitness Curious about your experience too.,#Fitness,"@TrendSetter, @RetailSupport","value, unique, innovation",Marketing,5
v65gjx8adq84,Amazon NewYearNewYou is amazing! Can't wait to see what's coming next. #Fashion Would love to get your feedback!,#Fashion,"@ProductTeam, @ReviewSite","stylish, experience, helpful, excellent",Pricing,5
0vs2xlm1sb7w,Can't contain my excitement with my new Camry from Toyota! Wouldn't recommend. #TrendAlert Would love to get your feedback!,#TrendAlert,@BrandSupport,"traditional, experience",Pricing,3
9vvoe48q8vv9,My one week review of Toyota Highlander: Best purchase ever. #Trending Really interested in hearing your thoughts!,#Trending,@RetailSupport,"quality, experience",Support,3
chqnq2zotzom,"Comparing Nike Dri-FIT to the competition. Absolutely loving it. #BestValue, #Beauty, #Limited Let me know what you think!","#BestValue, #Beauty, #Limited",@TechHelp,"quality, feature, helpful, design",Returns,1
3ujjb46lxdgd,Just unboxed my new Dri-FIT from Nike. Not worth the money. Super excited #Tech Really interested in hearing your thoughts!,#Tech,@InfluencerName,"user-friendly, modern, budget, service",Returns,5
rm46twqt7u6p,"Comparing Google Pixel Watch to the competition. Best purchase ever. #Deal, #NewRelease, #Premium Let me know what you think!","#Deal, #NewRelease, #Premium",@ProductTeam,"improved, helpful, price",Marketing,5
oqqmaq0p64ja,"My two days review of Nike React: Worth every penny. #Innovation, #Trending, #Sustainable Let me know what you think!","#Innovation, #Trending, #Sustainable",@CustomerService,"disappointing, delivery",Support,3
33krslf7satc,"Attended the Google NewYearNewYou event yesterday. Disappointed with the quality. #Eco, #SpecialOffer, #Exclusive Really interested in hearing your thoughts!","#Eco, #SpecialOffer, #Exclusive",,"innovation, disappointing, design, helpful",Delivery,2
6j7u4ljosawq,Could someone explain with my new Neo QLED TV from Samsung! Worth every penny. #Fashion,#Fashion,,"amazing, helpful, excellent",Support,4
zr06yt861qcv,Just saw an ad for Coca-Cola Coca-Cola Cherry during the FallCollection. Absolutely loving it. #TrendAlert,#TrendAlert,"@TechHelp, @MarketingTeam","disappointing, competitive, design, sustainable",Pricing,5
k118yhg6uldp,"Should I upgrade about Google's Chromebook? @MarketingTeam, @InfluencerName #SpecialOffer, #ProductLaunch, #Reviews Would love to get your feedback!","#SpecialOffer, #ProductLaunch, #Reviews","@MarketingTeam, @InfluencerName","fast, performance",Marketing,5
te4kex249gg1,"Anyone have tips about Adidas's Yeezy? @MarketingTeam #ProductLaunch, #SpecialOffer, #Promo Curious about your experience too.","#ProductLaunch, #SpecialOffer, #Promo",@MarketingTeam,"efficient, upgraded",Support,2
oobfmf6n6rxg,Just tried the Sprite from Coca-Cola. Worth every penny. #Tech Let me know what you think!,#Tech,,"durable, satisfaction, user-friendly, feature",Marketing,3
nabofohp7pue,My three months review of Apple iPad Air: Disappointed with the quality. #Food Really interested in hearing your thoughts!,#Food,@StyleGuide,"amazing, helpful, experience, improved",Returns,3
pvkhgq6l2b0e,Just unboxed my new Pepsi Lime from Pepsi. Mixed feelings about it. Sad to report #Health,#Health,,"stylish, reliable",Support,4
3rjaw0uoe7l3,"Attended the Coca-Cola SummerDreams event yesterday. Absolutely loving it. #Sustainable, #Health, #Tech Really interested in hearing your thoughts!","#Sustainable, #Health, #Tech",@ReviewSite,"efficient, luxury",Product,5
oha7nwo4g8dz,"Just saw an ad for Toyota Tundra during the SummerDreams. Highly recommend. #Lifestyle, #Promo Would love to get your feedback!","#Lifestyle, #Promo",,"design, efficient",Product,2
uv3uxjj69tv3,"Just unboxed my new Crystal Pepsi from Pepsi. Had issues with it. Bummed out #MustHave, #Promo","#MustHave, #Promo",@InfluencerName,"outdated, improved, traditional",Delivery,2
dkfl65c90vd3,Toyota BackToSchool is amazing! Can't wait to see what's coming next. #Deal Really interested in hearing your thoughts!,#Deal,,"eco-friendly, premium, disappointing, helpful",Delivery,4
u9ii7vq1mdkc,"My one year review of Coca-Cola Sprite: Had issues with it. #Tech, #Premium Curious about your experience too.","#Tech, #Premium",,"excellent, responsive, performance, sustainable",Marketing,1
brcz6rxi2mmk,"Just unboxed my new Prius from Toyota. As expected. Loving it #Premium, #Affordable, #SpecialOffer Really interested in hearing your thoughts!","#Premium, #Affordable, #SpecialOffer",,"improved, fast",Product,2
qxvi5nrg81j6,"Has anyone else experienced software bugs with Pepsi's Pepsi Max? Had issues with it. @CustomerService, @IndustryExpert #Premium",#Premium,"@CustomerService, @IndustryExpert","upgraded, value",Delivery,3
6ptemuuglak8,"Sad to report with my new Coca-Cola Vanilla from Coca-Cola! Mixed feelings about it. #Tech, #Fitness, #Discount","#Tech, #Fitness, #Discount",,"price, experience",Marketing,4
dai7sddru5k5,"Just unboxed my new Crystal Pepsi from Pepsi. Absolutely loving it. Loving it #NewRelease, #Promo","#NewRelease, #Promo",@CompetitorBrand,"quality, disappointing, efficient, amazing",Marketing,4
b761ohdhjfsu,"What's your opinion about Google's Pixel Tablet? @CelebrityName #Food, #Beauty, #Quality Let me know what you think!","#Food, #Beauty, #Quality",@CelebrityName,"efficient, delivery",Delivery,4
8qh6e8ieswmo,"Just saw an ad for Adidas NMD during the ValentinesDeals. Highly recommend. #SpecialOffer, #Food, #Exclusive","#SpecialOffer, #Food, #Exclusive","@NewsOutlet, @TrendSetter","performance, budget, excellent",Marketing,1
3uinp5pk7uj4,Just unboxed my new Zoom Pegasus from Nike. Absolutely loving it. Thrilled #Sustainable Would love to get your feedback!,#Sustainable,@NewsOutlet,"responsive, efficient",Pricing,1
f898wn6tbwhu,"Just tried the Neo QLED TV from Samsung. It's okay. #CustomerService, #Quality, #Affordable Let me know what you think!","#CustomerService, #Quality, #Affordable","@ReviewSite, @ProductTeam","traditional, premium",Pricing,1
d329ijfem35z,Just unboxed my new Dri-FIT from Nike. Best purchase ever. Confused about #CustomerService Let me know what you think!,#CustomerService,@TrendSetter,"sustainable, responsive",Support,4
w1alia4y7fyi,"Just tried the Galaxy Z Fold from Samsung. Best purchase ever. #TrendAlert, #Travel Would love to get your feedback!","#TrendAlert, #Travel",@MarketingTeam,"premium, budget, excellent, modern",Returns,5
bmygqnhjdxuu,"Has anyone else experienced connectivity issues with Google's Pixel 8? Not worth the money. @BrandCEO #MustHave, #Deal, #Lifestyle","#MustHave, #Deal, #Lifestyle",@BrandCEO,"recommendation, value, durable",Product,4
tr1dzlz50sj0,Anyone have tips about Google's Nest Thermostat? @ProductTeam #Travel Would love to get your feedback!,#Travel,@ProductTeam,"reliable, premium",Returns,3
56lqugfhvwjk,"Has anyone else experienced customer service with Toyota's Highlander? Had issues with it.  #NewRelease, #Innovation","#NewRelease, #Innovation",,"recommendation, outdated",Pricing,1
z2jhccjak6wj,Has anyone else experienced customer service with Samsung's Galaxy Buds? Not worth the money.  #Sale,#Sale,,"eco-friendly, excellent, sustainable",Pricing,1
srslkl91wj47,"Has anyone else experienced customer service with Samsung's Neo QLED TV? Disappointed with the quality. @ReviewSite, @BrandCEO #TrendAlert",#TrendAlert,"@ReviewSite, @BrandCEO","fast, design, outdated",Marketing,2
lroyguncbvq6,Should I upgrade about Microsoft's Xbox Series X? @RetailSupport #SpecialOffer Curious about your experience too.,#SpecialOffer,@RetailSupport,"value, disappointing, improved, durable",Delivery,1
y18tybgv7j60,"Just saw an ad for Pepsi Pepsi Lime during the DigitalTransformation. Had issues with it. #Affordable, #Beauty, #Quality","#Affordable, #Beauty, #Quality",,"poor, delivery, durable, performance",Returns,4
tc4rd7kik496,"Apple SustainableFuture is disappointing! Can't wait to see what's coming next. #Sustainable, #Fashion, #Affordable Curious about your experience too.","#Sustainable, #Fashion, #Affordable","@RetailSupport, @InfluencerName","poor, value, premium, satisfaction",Marketing,4
mv8sum4rfhyu,"Just tried the Apple Watch from Apple. Had issues with it. #Exclusive, #Fitness Curious about your experience too.","#Exclusive, #Fitness",@RetailSupport,"satisfaction, poor",Product,2
y2gjzqbg3fyy,Confused about with my new Highlander from Toyota! Worth every penny. #Affordable Would love to get your feedback!,#Affordable,"@InfluencerName, @TrendSetter","budget, expensive",Delivery,4
n83combetbyz,Just saw an ad for Samsung Neo QLED TV during the GlobalCampaign. Exceeded my expectations. #SpecialOffer,#SpecialOffer,,"experience, unique",Marketing,4
ss4bd3uc8wfi,Just saw an ad for Coca-Cola Coca-Cola Cherry during the PowerRelease. Mixed feelings about it. #Trending,#Trending,@BrandCEO,"disappointing, customer",Marketing,2
4hvj57j9gxbq,"Attended the Adidas InnovationX event yesterday. Had issues with it. #NewRelease, #Food Let me know what you think!","#NewRelease, #Food",@RetailSupport,"amazing, user-friendly",Returns,4
lah83aremh96,"Just tried the Pepsi Lime from Pepsi. Returning it ASAP. #Trending, #Quality, #Sustainable Let me know what you think!","#Trending, #Quality, #Sustainable",,"eco-friendly, sustainable, improved, satisfaction",Marketing,2
a4c9avhneap2,"Comparing Adidas Stan Smith to the competition. Disappointed with the quality. #Premium, #Deal Really interested in hearing your thoughts!","#Premium, #Deal",,"user-friendly, unique",Delivery,3
0wb1y0785ldt,"Just tried the Apple Watch from Apple. Worth every penny. #Promo, #NewRelease Curious about your experience too.","#Promo, #NewRelease",,"quality, eco-friendly",Support,5
fyffig0mys6k,Attended the Microsoft InnovationX event yesterday. Returning it ASAP. #Reviews Let me know what you think!,#Reviews,,"responsive, customer, quality, slow",Support,5
olothuujixp7,"Just tried the Camry from Toyota. Worth every penny. #Innovation, #Reviews, #Travel Really interested in hearing your thoughts!","#Innovation, #Reviews, #Travel",,"value, price, modern, improved",Returns,5
s59b0vmdkf0k,Nike SummerDreams is excellent! Can't wait to see what's coming next. #Reviews Would love to get your feedback!,#Reviews,"@NewsOutlet, @ReviewSite","sustainable, price",Product,2
1zzbqyvrotlt,"Just tried the Gazelle from Adidas. Returning it ASAP. #Discount, #Promo Let me know what you think!","#Discount, #Promo",,"premium, reliable, improved",Support,3
jj0jx6m76xaf,"Attended the Samsung SustainableFuture event yesterday. Exceeded my expectations. #Exclusive, #Promo, #Affordable Let me know what you think!","#Exclusive, #Promo, #Affordable","@TechHelp, @CompetitorBrand","innovation, disappointing, durable, traditional",Product,1
vtg2ad1yp2op,"Microsoft LocalTouchpoints is typical! Can't wait to see what's coming next. #SpecialOffer, #Sustainable Really interested in hearing your thoughts!","#SpecialOffer, #Sustainable",,"outdated, stylish, delivery",Marketing,3
qxcmw1z01gs1,"Not sure why with my new Ring Camera from Amazon! Not worth the money. #Lifestyle, #Exclusive, #Promo","#Lifestyle, #Exclusive, #Promo","@CustomerService, @CompetitorBrand","upgraded, improved",Product,2
7t0uq8e11ixk,My one month review of Google Pixel Tablet: Not worth the money. #Fashion Let me know what you think!,#Fashion,"@InfluencerName, @CustomerService","competitive, feature",Delivery,3
dsmqk7dvl2hr,"How do I fix about Nike's Air Force 1? @TrendSetter #Deal, #SpecialOffer, #ProductLaunch Curious about your experience too.","#Deal, #SpecialOffer, #ProductLaunch",@TrendSetter,"budget, quality",Pricing,1
rjt4mwl5bj49,Nike ReferralBonus is excellent! Can't wait to see what's coming next. #CustomerService Let me know what you think!,#CustomerService,@BrandCEO,"stylish, customer",Pricing,4
ng5jnt07yezz,"Should I upgrade about Toyota's Prius?  #Health, #TrendAlert, #BestValue Curious about your experience too.","#Health, #TrendAlert, #BestValue",,"cheap, quality, outdated",Pricing,3
kj0rwftppvhl,Just unboxed my new Mac Mini from Apple. Returning it ASAP. Thrilled #Tech Let me know what you think!,#Tech,@ReviewSite,"upgraded, durable, luxury",Marketing,1
97g80pjsxgnk,Google NextGeneration is frustrating! Can't wait to see what's coming next. #Limited Really interested in hearing your thoughts!,#Limited,"@TechHelp, @BrandSupport","service, responsive",Delivery,1
dsci879gec1f,"What's your opinion about Nike's Epic React? @StyleGuide #Fashion, #Exclusive, #ProductLaunch Really interested in hearing your thoughts!","#Fashion, #Exclusive, #ProductLaunch",@StyleGuide,"stylish, reliable, premium",Pricing,3
ib1a4n09l99i,Any advice about Google's Pixel 8? @StyleGuide #Sustainable Would love to get your feedback!,#Sustainable,@StyleGuide,"responsive, customer, sustainable",Delivery,3
pkq2qwexiiug,"Just unboxed my new Dri-FIT from Nike. Exceeded my expectations. Frustrated #Premium, #Travel, #Promo Let me know what you think!","#Premium, #Travel, #Promo",@IndustryExpert,"cheap, excellent, responsive",Pricing,2
h0v6shxapk8m,Comparing Apple AirPods Pro to the competition. Exceeded my expectations. #MustHave Let me know what you think!,#MustHave,"@StyleGuide, @MarketingTeam","competitive, responsive, sustainable",Marketing,5
eyy7x46lpnpj,"Google LocalTouchpoints is excellent! Can't wait to see what's coming next. #Limited, #Affordable Would love to get your feedback!","#Limited, #Affordable","@StyleGuide, @ReviewSite","cheap, disappointing, improved, excellent",Marketing,5
hhehdcg7bdqk,"Comparing Pepsi Pepsi Wild Cherry to the competition. Worth every penny. #Promo, #Affordable, #Food Let me know what you think!","#Promo, #Affordable, #Food","@MarketingTeam, @IndustryExpert","experience, excellent, value",Marketing,1
17zv3mm53p89,"Has anyone else experienced software bugs with Coca-Cola's Coke Zero? It's okay. @StyleGuide, @ProductTeam #SpecialOffer, #Trending, #Food","#SpecialOffer, #Trending, #Food","@StyleGuide, @ProductTeam","helpful, cheap",Returns,3
unbdb4tscynf,"Just saw an ad for Adidas NMD during the HolidaySpecial. Highly recommend. #TrendAlert, #Fashion, #Tech","#TrendAlert, #Fashion, #Tech",,"premium, user-friendly",Delivery,5
u27dw4vcddos,Just unboxed my new Nest Hub from Google. Had issues with it. Confused about #Food,#Food,@CompetitorBrand,"slow, durable, sustainable, price",Support,3
hjz01huo1dis,"Amazon LocalTouchpoints is impressive! Can't wait to see what's coming next. #Deal, #Beauty Let me know what you think!","#Deal, #Beauty","@BrandSupport, @MarketingTeam","cheap, service, disappointing, premium",Delivery,2
1lgy7i2t75kd,Just unboxed my new Coca-Cola Cherry from Coca-Cola. Exceeded my expectations. Frustrated #Eco Would love to get your feedback!,#Eco,"@InfluencerName, @NewsOutlet","unique, excellent, value",Delivery,1
