post_id,user_id,time_id,brand_id,language_id,sentiment_id,sentiment_score,likes_count,shares_count,comments_count,impressions,engagement_rate,buzz_change_rate,sentiment_score,toxicity_score,user_past_sentiment_avg,user_engagement_growth
9bepgz25l41b,user_zh1b5wwf,7177,3621,10,9,0.3667,754,1787,972,96258,0.03649,-2.3,0.3667,0.5062,0.7627,-0.2211
eug0b05pfcl1,user_okzfcqys,7178,2266,3,12,-0.5896,4055,1336,245,873,6.45589,-37.0,-0.5896,0.9567,-0.8324,0.0534
8tvquypvydqu,user_d87y2hwl,7179,3639,5,5,0.2672,4842,1608,615,3826,1.84657,36.8,0.2672,0.9719,-0.8509,0.2898
bcgfcclxqikt,user_pos4ql22,7180,3718,9,3,-0.7344,2912,466,831,2100,2.00428,-77.5,-0.7344,0.7341,-0.0194,0.4163
2gpq0g7tf9fj,user_j1wz44de,7181,445,8,13,-0.1675,2152,866,534,63923,0.05556,-84.4,-0.1675,0.2419,-0.42,-0.1679
toe871lr1xum,user_1dzw6qu6,7182,151,2,7,0.4635,802,1840,848,80552,0.04332,-64.1,0.4635,0.8642,-0.1558,-0.1519
603lc32fqk41,user_gap3033k,7183,876,8,8,0.6353,145,1965,15,90839,0.02339,-87.6,0.6353,0.0916,0.3369,-0.4104
aqmidpx4yzpv,user_2dmd2tzz,7184,3719,5,5,0.7176,4234,1203,253,89710,0.06342,-28.5,0.7176,0.1096,0.303,0.3424
zsgh0ahkcrpo,user_lf36scgb,7185,3661,3,14,-0.0372,1039,873,700,74720,0.03495,-3.6,-0.0372,0.8982,-0.4533,-0.3029
2rlbyyzaa11c,user_5mi35rqm,7186,1421,1,9,0.4245,1728,1194,719,93670,0.03887,89.0,0.4245,0.7408,-0.6128,-0.2907
edj26om2jqc9,user_vcj2li6j,7187,1104,1,8,0.9377,822,497,214,76038,0.02016,76.4,0.9377,0.7211,-0.4024,0.1576
o72klx31sxlt,user_ywvdig0e,7188,3558,10,4,-0.4493,2556,699,169,2556,1.33959,53.7,-0.4493,0.5827,0.9715,0.1469
xrs17j18wvyf,user_n52gcr0a,7189,3720,4,13,-0.1274,4769,108,681,92988,0.05977,58.5,-0.1274,0.9748,-0.5774,0.1208
ea9ajydnne77,user_t4rsunxf,7190,3721,9,3,-0.9714,3741,372,109,41022,0.10292,-11.2,-0.9714,0.9448,-0.5997,-0.1822
xgp76h638z4b,user_mvs6t3uz,7191,2670,10,4,-0.9265,3364,198,226,7920,0.47828,-17.9,-0.9265,0.3605,0.1592,-0.3386
s2mniusbu7om,user_pinh6col,7192,3520,10,7,0.3363,2787,1241,636,70078,0.06655,91.5,0.3363,0.8836,0.6242,-0.1275
8ykrjkxmwvyw,user_97kcryrj,7193,3146,3,12,-0.7457,3794,1904,932,51252,0.12936,1.9,-0.7457,0.3989,0.1904,0.3501
p9zq9x6vhhlk,user_b82cagxy,7194,322,3,12,-0.2819,75,1103,481,49632,0.03342,46.5,-0.2819,0.1123,0.0742,0.2907
bq5ym68aak27,user_ct4c5m5p,7195,1377,2,2,-0.555,4536,1019,819,52529,0.12134,51.3,-0.555,0.1872,0.9921,0.432
5ua09r6u4nzj,user_4xwchr7v,7196,2238,3,12,-0.4496,2541,1065,425,28441,0.14173,92.0,-0.4496,0.4336,0.6037,-0.2666
v2qbbslp5ir4,user_ap62kici,7197,2026,6,4,-0.5864,4967,798,49,94080,0.06179,-16.7,-0.5864,0.3262,0.1328,-0.2741
otrf5ubdit2e,user_u9l4si15,7198,3574,7,7,0.5358,3010,1980,411,70184,0.07695,-46.6,0.5358,0.5699,0.1216,0.2748
q5xf5onvjpk2,user_evp5iscs,7199,228,6,6,-0.7786,2479,1224,832,91155,0.04975,37.9,-0.7786,0.4197,0.3298,-0.0679
csc3qk7w8v1l,user_ddoq5g3f,7200,3260,5,2,-0.8154,925,1793,821,38776,0.09126,43.6,-0.8154,0.8099,0.079,-0.0742
yxigz5wcojbe,user_cgtc8pqe,7201,3722,3,7,0.553,434,510,333,65235,0.01957,-70.2,0.553,0.6578,0.7227,0.0454
b0l29jcshb9r,user_ayzolfaq,7202,3094,5,15,-0.0802,784,1038,667,72442,0.03435,-58.5,-0.0802,0.7539,-0.6522,0.0572
zxobkxizwkjr,user_6f57i697,7203,1875,1,10,-0.0895,3707,732,928,93782,0.05722,-14.4,-0.0895,0.5516,-0.9175,-0.2481
xfhxr7z6nncw,user_5qlxefzi,7204,2285,5,5,0.5945,450,694,825,70996,0.02773,-80.1,0.5945,0.1457,0.9328,0.432
86a89w8sxemc,user_0ry614an,7205,3723,2,8,0.8043,4733,1808,733,87123,0.08349,-79.9,0.8043,0.05,0.8582,-0.1628
4jey27je2x3r,user_2odjnluh,7206,861,4,6,-0.6507,4702,564,434,54532,0.10452,-46.8,-0.6507,0.2248,-0.1582,-0.0592
l8998axvyvei,user_b3eo4f5d,7207,1346,1,14,-0.1542,876,1272,582,16018,0.17043,-54.8,-0.1542,0.7467,-0.0457,-0.4042
k6elgpsfxo0u,user_f0icy3bv,7208,2201,3,3,-0.7403,1429,804,922,8427,0.37439,-94.5,-0.7403,0.9459,0.3184,0.0853
palbmx137u64,user_t5yvcm46,7209,1029,5,2,-0.7356,218,1678,430,78207,0.02974,-16.1,-0.7356,0.9362,-0.2376,0.2235
uum0u65acfe0,user_s1ptxqdn,7210,1474,10,9,0.7942,1920,282,465,20157,0.13231,19.1,0.7942,0.1364,-0.8988,0.115
30fyoqziuxzx,user_3z7gii9j,7211,2667,6,5,0.5336,1765,1278,696,83389,0.04483,-11.5,0.5336,0.6644,0.5852,0.0506
acg9lhkeykhi,user_pwh56ghy,7212,2199,9,13,-0.0522,1284,333,195,26713,0.06783,49.1,-0.0522,0.6384,-0.8542,0.2194
33zrdgptctg1,user_gv4jqg3n,7213,3724,6,10,0.1312,3449,1382,359,76301,0.06802,-33.8,0.1312,0.7684,0.6546,0.2327
3nifenawnv02,user_sbubhvwh,7214,3055,2,4,-0.7351,4385,1891,928,96681,0.07451,11.6,-0.7351,0.4284,0.2049,-0.119
t7hqo5qdnqxu,user_r2yeeloa,7215,3725,9,8,0.4495,1174,3,675,21196,0.08737,37.2,0.4495,0.3895,-0.8282,-0.1007
wmaw2o9ar2h2,user_33xjiuec,7216,3726,3,4,-0.4059,2315,736,985,84578,0.04771,55.5,-0.4059,0.1194,0.1599,-0.2581
x3fevzc7i60n,user_jfv8iyfc,7217,1911,8,14,0.177,3868,1236,811,52559,0.11254,3.0,0.177,0.1666,-0.8175,0.316
101vob1hjqmq,user_u6ozzuwp,7218,1454,1,1,0.5599,3336,640,650,50321,0.09192,-33.0,0.5599,0.1538,-0.086,-0.3957
b5upb159sapo,user_bw6rxe5h,7219,954,9,6,-0.9538,2928,1162,539,81690,0.05666,-89.9,-0.9538,0.8762,-0.5059,-0.3968
qtejepyeiaux,user_q8zznwtl,7220,2550,4,14,-0.0073,4903,1709,589,71230,0.10109,31.9,-0.0073,0.7397,-0.467,0.459
71fsu4kc5u4j,user_snqa2vcs,7221,3150,5,12,-0.4523,2280,1764,819,56492,0.08608,-21.9,-0.4523,0.773,-0.0707,-0.1215
uylb930sr275,user_xqqs2vme,7222,329,7,15,-0.0429,4253,1864,482,58250,0.11328,-33.4,-0.0429,0.6384,0.4428,0.2803
penx08kmzl5r,user_wu96wpcl,7223,3727,7,3,-0.8287,3054,1465,975,16188,0.33938,73.2,-0.8287,0.2891,-0.5233,-0.4804
z30rt07786r9,user_n7yc27z4,7224,2594,2,6,-0.7434,1851,654,604,46528,0.06681,10.3,-0.7434,0.8086,0.8264,-0.0834
tec37jip82we,user_0v55hdqj,7225,1923,4,5,0.8063,3399,1390,457,39627,0.13238,78.0,0.8063,0.1172,-0.432,0.4308
1e5ljr2rjqap,user_yoim3ekx,7226,3284,2,1,0.7767,605,1380,191,3120,0.69743,81.2,0.7767,0.0781,-0.3119,-0.3168
elcqai5serzh,user_o7xj4slp,7227,2149,9,12,-0.8023,4608,1180,762,67706,0.09674,10.3,-0.8023,0.819,0.6813,0.3448
02zflo9xsq0n,user_pe5297ro,7228,3728,9,7,0.5765,1089,655,215,60912,0.03216,44.1,0.5765,0.8598,-0.4457,-0.3333
xdp6g2uyhjl1,user_202ob2li,7229,1893,10,9,0.2662,595,1453,185,23294,0.09586,72.3,0.2662,0.8377,-0.435,-0.1638
d6xp3yrtmvq6,user_bu6jp6ve,7230,2381,9,2,-0.2915,1202,701,43,31915,0.06097,-8.7,-0.2915,0.0579,0.0153,-0.4686
z4ibxb2i24qk,user_nwr46sc8,7231,2475,1,5,0.5066,1077,9,126,55982,0.02164,41.4,0.5066,0.8629,-0.3689,0.0561
ri9eqocpkjud,user_ih99bjhw,7232,1239,5,11,0.164,4577,677,196,1341,4.06413,-82.8,0.164,0.2218,-0.3817,0.4795
kfzoog5nq0df,user_j3e5r59j,7233,3729,8,2,-0.9129,2531,58,787,7219,0.46765,36.0,-0.9129,0.5815,-0.7081,-0.2796
0uuur0lhkvq6,user_nj30zbtv,7234,2208,7,6,-0.4054,2495,1593,199,55320,0.07749,26.5,-0.4054,0.4576,0.7196,0.1382
f85c8vm8ac8l,user_bittz42p,7235,71,1,12,-0.7448,3694,192,135,25073,0.16037,21.5,-0.7448,0.0224,-0.6373,-0.0229
tvwekb6kk6kc,user_yqe5zaey,7236,34,5,7,0.5031,2808,1474,980,25970,0.20261,-95.7,0.5031,0.7521,-0.1629,0.1467
vqvnlr9v45ge,user_9rm0kfhh,7237,1133,2,7,0.6803,4299,365,848,39734,0.13872,-62.4,0.6803,0.5632,0.268,0.108
1wecmu5ifgta,user_baflpt2a,7238,2404,10,13,0.1387,4457,638,591,29311,0.19398,-29.3,0.1387,0.2295,-0.9709,0.4905
f712xts5yn1k,user_rcn8c1f8,7239,3730,7,3,-0.301,1656,1919,44,46689,0.07751,26.7,-0.301,0.7925,-0.786,-0.0819
y6w21raqel0d,user_6f8eyxm4,7240,3278,3,1,0.872,2334,1866,181,82917,0.05283,-95.7,0.872,0.8111,-0.2038,0.1881
wc5we1qu67ul,user_ohh1k7tv,7241,3534,2,8,0.2065,4403,1292,46,92769,0.06188,-22.0,0.2065,0.2543,0.6096,0.4906
3kxooe4xxd8x,user_06qonrhm,7242,2887,1,1,0.4033,174,868,460,28543,0.05262,73.8,0.4033,0.4379,-0.5005,-0.0753
3qyd6zmwk0du,user_x9ap70y4,7243,949,6,1,0.4956,506,299,944,21607,0.08094,79.0,0.4956,0.8568,0.4075,0.3013
esoe5alls1lo,user_1dvwj1n6,7244,3731,10,13,-0.0298,4480,1026,789,37444,0.16811,26.9,-0.0298,0.606,-0.3886,-0.1674
1ddxolj69ite,user_j0oomcg9,7245,3507,8,9,0.8023,881,94,577,16369,0.09481,-36.0,0.8023,0.0789,-0.9585,0.2761
nsbniixudcdz,user_t4asqy15,7246,453,5,2,-0.4816,2950,1786,79,96940,0.04966,-31.0,-0.4816,0.5331,-0.0347,-0.1022
qtnr5067odrk,user_tduwgto2,7247,3055,5,12,-0.8476,4940,1043,535,37022,0.17605,81.5,-0.8476,0.0623,0.8988,-0.3211
4ymjyivw7v4d,user_6cvsfqdj,7248,2029,7,3,-0.9643,1837,1266,703,3662,1.03932,-17.0,-0.9643,0.5702,0.0514,-0.3824
z3mx8p7kzcv2,user_q2stxtlj,7249,1490,10,6,-0.3782,3768,1371,596,16793,0.34151,40.0,-0.3782,0.6668,0.1763,0.4277
2c0qtmyotuis,user_hb3m7lvr,7250,2061,3,12,-0.635,4466,1833,346,72624,0.09149,-3.2,-0.635,0.3267,-0.2934,-0.356
7qc45wz0mx0c,user_5bom4h7v,7251,1572,5,1,0.2151,1475,1266,148,60441,0.04779,82.6,0.2151,0.9994,-0.8268,0.0142
0ou01p2ggfo0,user_qw0xi52z,7252,3732,8,10,-0.1921,4101,1068,140,50846,0.10441,-58.5,-0.1921,0.159,-0.1095,-0.3753
f44pz3izjncg,user_yivuyfec,7253,34,4,11,0.197,2164,1167,528,90695,0.04254,74.4,0.197,0.9007,0.3911,0.0031
sdgtn7yj7b6c,user_t88c89ol,7254,994,5,2,-0.2818,425,1070,187,32660,0.0515,71.3,-0.2818,0.7765,0.8644,-0.3492
vt7dzo6h47bw,user_19udy0ri,7255,3205,7,7,0.3649,2912,542,508,82840,0.04782,70.7,0.3649,0.6603,0.2568,0.2579
ys0ji5wg7zgo,user_4tu3l8mc,7256,3733,1,8,0.6063,996,620,429,450,4.54444,39.9,0.6063,0.9169,0.6874,-0.1629
b9sg7suxrli2,user_fl9rm202,7257,3317,5,7,0.8142,1284,627,959,67784,0.04234,26.2,0.8142,0.0459,-0.0185,0.0628
t4zopb4lxun1,user_zpqb76vk,7258,3734,7,9,0.8684,3929,1974,503,49598,0.12915,61.0,0.8684,0.8947,-0.7121,0.0839
oewbjztfm4lj,user_kdu8r13u,7259,703,2,4,-0.3516,3833,23,286,56561,0.07323,-35.3,-0.3516,0.8982,0.8667,0.454
85v9ek4pepqc,user_nskwz8jy,7260,1165,8,12,-0.9008,770,1102,218,2535,0.82445,-10.2,-0.9008,0.0825,0.1618,-0.1976
rra8mhrputsx,user_owfyy4u0,7261,3261,2,7,0.3183,4706,1689,301,93546,0.07157,76.2,0.3183,0.5727,0.9429,0.1004
w7h1umash7u5,user_9jtsu8xx,7262,375,5,1,0.3521,1547,274,375,61272,0.03584,-62.2,0.3521,0.3541,-0.5222,0.4714
n41fpmkgqxka,user_tuuuquje,7263,420,7,1,0.2989,2404,559,345,95708,0.03456,37.9,0.2989,0.2529,0.3689,-0.3287
q0gbdw38524w,user_6m3gu1vq,7264,1579,1,5,0.7118,1462,715,314,94298,0.02641,49.4,0.7118,0.3889,-0.1716,0.305
n67zmv938j2r,user_efirxnl8,7265,3735,5,9,0.606,4771,1289,135,65650,0.09436,96.6,0.606,0.42,-0.906,-0.4467
wnwtc246o635,user_iorvv7em,7266,3736,1,8,0.2067,2084,786,920,5606,0.67606,-99.9,0.2067,0.416,-0.2422,-0.0301
gcqleztp903k,user_q9acdi5q,7267,2256,1,15,0.0435,3507,832,306,70691,0.0657,88.1,0.0435,0.1875,0.9061,-0.2375
cvvg7qdgztz5,user_pkk07yld,7268,2432,8,4,-0.8703,3402,1676,964,99610,0.06065,71.4,-0.8703,0.8508,-0.0419,0.2606
o7mm5pjsxl9r,user_jshh7pl8,7269,1998,10,8,0.8184,2724,1936,928,18163,0.30765,65.3,0.8184,0.3233,-0.9718,-0.3728
9n51h31rowz9,user_yghbxpwx,7270,3737,6,15,-0.0647,3791,1646,641,14194,0.4282,76.7,-0.0647,0.6981,-0.9972,0.1334
e1ltfyhwxtqp,user_w0off633,7271,1496,9,6,-0.776,3368,726,302,78702,0.05585,-79.7,-0.776,0.8541,0.1375,0.1543
7zsum31s3mvo,user_i5xcknsn,7272,3426,4,13,-0.1417,1086,1303,22,22924,0.10517,12.6,-0.1417,0.0547,-0.9652,0.4213
xbkc23owvnxv,user_eief68ae,7273,270,9,6,-0.4994,500,1046,119,74946,0.02221,6.2,-0.4994,0.8117,0.6322,-0.2009
oh1bzvkrnt9j,user_1io4beow,7274,1780,5,9,0.2902,4286,219,439,6893,0.71724,-23.1,0.2902,0.1547,0.8178,0.0358
sx1vkhyq965j,user_k6q2ioed,7275,1471,5,15,0.1913,407,1375,787,33919,0.07573,51.7,0.1913,0.2354,0.9069,0.1145
q7ehuklc7ysf,user_32zhie1o,7276,3738,4,7,0.7598,1718,1277,334,50583,0.06581,-81.0,0.7598,0.5062,0.6178,0.4702
s0328do9l7ha,user_dwbxa4zj,7277,2307,6,3,-0.9365,3985,568,142,32003,0.1467,-82.3,-0.9365,0.1834,0.454,0.1388
uia6j6f5t49y,user_c31sqcn9,7278,3256,10,15,-0.1965,4383,190,952,4709,1.17328,-16.0,-0.1965,0.0671,-0.2464,-0.2434
t9oe6xpcimss,user_gdoa9zeb,7279,1922,5,15,-0.1598,3229,330,61,24379,0.14848,88.2,-0.1598,0.0019,-0.0407,0.2834
g0vzzqkm86ko,user_7r7wq3sg,7280,185,2,6,-0.214,4373,617,944,77446,0.07662,-33.8,-0.214,0.8777,-0.003,-0.3868
lmt3d7f9ud6l,user_v3gdku2a,7281,1285,10,8,0.9644,3736,1114,379,55893,0.09355,-96.4,0.9644,0.2862,0.3851,-0.4537
gt9uog6pnofs,user_qfevrky0,7282,3739,10,5,0.6644,2834,1133,671,13640,0.34002,98.3,0.6644,0.2248,0.1294,-0.3927
sy0icp4m2ify,user_856q7muv,7283,3740,1,9,0.286,3573,1434,809,45001,0.12924,-31.7,0.286,0.1307,-0.483,-0.0555
z5iwbhe9kjvf,user_asywpn6e,7284,2882,3,2,-0.7069,893,1353,483,33043,0.08258,7.1,-0.7069,0.6851,-0.0617,0.1283
236k2llwto2w,user_xkwmae9o,7285,2589,10,8,0.3771,1761,942,461,22789,0.13883,-98.1,0.3771,0.4957,-0.1901,-0.1502
oxq3o5nc0jby,user_qbj03qxd,7286,3741,9,4,-0.3418,75,349,310,44907,0.01634,71.4,-0.3418,0.6279,-0.8621,-0.4431
o9b97ho0sqoc,user_cr1mjbdq,7287,671,10,12,-0.9568,1870,471,552,45085,0.06416,61.4,-0.9568,0.1912,0.2079,-0.4294
32jcwwygvhsb,user_6kyh0scz,7288,2232,2,1,0.9306,2815,35,804,58885,0.06205,-56.0,0.9306,0.0488,-0.5136,0.0486
gd6bvwbbzl8i,user_j3vh8f7s,7289,1418,8,4,-0.9032,4435,1294,572,43482,0.14491,84.9,-0.9032,0.2029,-0.7909,0.0564
h641w46aw640,user_t9or3uqq,7290,1586,4,1,0.5141,3722,191,35,17000,0.23223,-80.1,0.5141,0.6633,-0.3319,0.1587
c79s8d9y1fpd,user_ipfm2fm0,7291,3225,7,1,0.3973,2443,1248,362,95837,0.04229,-51.4,0.3973,0.6105,-0.3584,-0.0543
qse99mk5pc9b,user_14uif8gy,7292,2999,3,13,-0.0114,1275,1467,785,33675,0.10473,-97.4,-0.0114,0.2052,0.587,-0.28
y4yrgdz60vha,user_8m8r066q,7293,2127,4,5,0.4512,3525,1291,616,59601,0.09113,-29.0,0.4512,0.7573,-0.2313,-0.0374
5fbt4nzjxol9,user_03s96ain,7294,3742,6,15,0.0099,851,1959,185,83019,0.03607,-29.3,0.0099,0.46,-0.3989,0.0474
x9p386qgz08t,user_5oxhat85,7295,1720,4,3,-0.7769,3322,1322,358,34367,0.14554,-52.4,-0.7769,0.7243,-0.4047,0.3213
ndujlb2071b1,user_kaujsy51,7296,3743,5,7,0.5809,3208,1896,391,25501,0.21548,85.0,0.5809,0.6183,-0.5316,-0.4281
8mt2sczok7oy,user_7fkhe8wj,7297,1137,8,8,0.875,55,1850,917,37618,0.07501,8.4,0.875,0.5156,-0.1836,-0.2174
7aek59vm45zw,user_1o6ws7u0,7298,1623,10,12,-0.4465,654,1220,918,58993,0.04732,-36.2,-0.4465,0.5258,0.3774,-0.2898
dabgm6c6n8ih,user_s7fkmb0p,7299,3744,9,4,-0.4227,3748,1382,756,32636,0.18035,-6.0,-0.4227,0.3765,-0.0603,0.4409
vkg20f1n5u8d,user_j9hoewhi,7300,3745,4,9,0.8954,3008,508,499,72839,0.05512,63.9,0.8954,0.9074,0.6852,0.3596
x5g1nb8eaehq,user_tatlte8n,7301,1491,7,6,-0.8097,3274,1269,915,52918,0.10314,41.3,-0.8097,0.0751,-0.562,-0.2791
tbcs52j7n110,user_umfqf91g,7302,899,4,9,0.8241,4802,1265,155,56871,0.1094,14.3,0.8241,0.7364,-0.4826,0.1887
7h71s5yr2ea5,user_mtg94j65,7303,2831,6,1,0.8801,3410,1701,439,42837,0.12956,-12.9,0.8801,0.5851,0.8458,-0.3155
2ua7gagosr24,user_gvvzps8h,7304,224,10,4,-0.2886,1929,1943,528,98626,0.04461,-96.5,-0.2886,0.9508,0.4611,-0.1943
1hvjcmtx75nf,user_gfg191po,7305,1369,1,2,-0.8511,2455,909,574,36125,0.10901,97.1,-0.8511,0.4391,0.7521,-0.3114
jdej14004df4,user_vwgvp4gv,7306,3204,1,8,0.9002,2499,952,567,65026,0.06179,98.6,0.9002,0.8989,-0.5545,0.4622
rua5um94z9lt,user_lmgx1i1l,7307,2240,9,11,-0.0637,2473,556,650,33243,0.11066,-14.4,-0.0637,0.7706,-0.8324,-0.4719
e9e74ayyh7u3,user_2jzfwnkl,7308,3746,6,3,-0.6867,385,1918,110,31815,0.07584,-94.0,-0.6867,0.1921,-0.1516,0.2214
0cuss3rzdxb5,user_45oah4w1,7309,2112,4,3,-0.9362,3599,2,932,5462,0.82991,-26.5,-0.9362,0.3892,0.564,-0.4647
gn9gnl4zw1n7,user_lo0o4vmh,7310,939,4,2,-0.7991,427,42,500,25022,0.03872,69.6,-0.7991,0.1609,-0.9369,-0.0154
gv0kvgyuvb97,user_hp7siejv,7311,3682,9,11,-0.176,1725,1608,29,56166,0.05985,89.4,-0.176,0.0548,0.1598,-0.0574
nk4w5cojxan6,user_mzdo1snl,7312,1366,5,15,-0.1368,27,360,814,66892,0.01795,-61.7,-0.1368,0.6274,-0.9686,0.0989
l8tq067mvsr6,user_gvvmqc31,7313,2630,2,9,0.2323,2991,1580,447,68012,0.07378,66.9,0.2323,0.6893,0.5825,-0.422
oigc9r2t8dmj,user_d3em87l7,7314,299,9,7,0.5594,420,1689,599,62337,0.04344,27.5,0.5594,0.6764,-0.8776,0.2728
h2rb4lmx5rwz,user_sr1ug159,7315,2716,3,10,-0.0782,3096,409,342,63457,0.06062,87.6,-0.0782,0.316,0.1751,-0.3285
n1htpwasmgbq,user_53giolus,7316,3747,2,1,0.5643,566,1794,84,58056,0.04209,3.6,0.5643,0.2197,0.1068,0.1303
v00tibmtxiye,user_zrsnd03c,7317,2045,7,7,0.5018,2967,145,596,70213,0.05281,-41.2,0.5018,0.2375,0.91,-0.4985
9dldukd76atj,user_twja9n1k,7318,1651,8,12,-0.687,2353,1115,214,77027,0.0478,80.1,-0.687,0.2168,0.1923,0.0801
3jt2j5s53i1r,user_6jsk993s,7319,2093,3,8,0.452,2053,969,314,39424,0.08461,-80.3,0.452,0.3345,-0.4583,0.3453
4fuzmv14pn9m,user_ur77nnao,7320,3009,2,1,0.2487,590,777,675,24365,0.0838,85.9,0.2487,0.5246,-0.3692,0.3643
mw6y3mfyvsh7,user_cuj10uow,7321,869,1,4,-0.8185,939,1565,678,27655,0.11506,41.0,-0.8185,0.5541,-0.7016,-0.2343
n611kkjvae0e,user_uss7cmke,7322,1496,3,7,0.6694,4142,1073,814,87252,0.06909,24.1,0.6694,0.9774,0.729,-0.0447
6zu5h16iw5th,user_fbxd7vrz,7323,3515,9,2,-0.7294,3998,1161,373,69360,0.07975,46.9,-0.7294,0.0215,-0.7639,0.3253
h31rswadu7dq,user_1cbya9xl,7324,672,1,8,0.6781,3759,1505,471,76122,0.07533,29.3,0.6781,0.7247,0.76,-0.042
tuxr4dqz3zni,user_hayh5obt,7325,3748,5,14,0.1868,3562,287,421,53988,0.07909,-29.7,0.1868,0.1007,-0.4574,-0.325
al1gqwgdk3y3,user_tvtyu3pk,7326,3749,9,12,-0.631,4241,130,521,91352,0.05355,51.5,-0.631,0.7915,0.7487,0.2354
v3og2zcw5wdc,user_slj4ogvt,7327,1300,10,10,0.0562,276,1656,923,67284,0.04243,-77.4,0.0562,0.6106,0.6202,-0.3372
jyp30p4zci1k,user_du3al862,7328,2184,6,9,0.6434,3889,958,465,11622,0.45706,44.5,0.6434,0.7824,0.2677,-0.0803
ou2xbt8jc8s9,user_dy5lhemf,7329,3750,1,12,-0.6446,1755,1255,323,70264,0.04743,-70.9,-0.6446,0.3836,-0.9822,0.4983
25bpxiawcij4,user_9gz0zm0m,7330,2819,6,13,-0.0216,188,1214,736,8649,0.24719,-65.4,-0.0216,0.1472,0.7603,-0.223
3bj6zmt6mp0m,user_lt354aw1,7331,2483,9,10,0.0042,3081,805,339,21490,0.1966,-69.0,0.0042,0.5516,-0.8638,-0.3815
hkspdhbvlx7d,user_ndi78vkg,7332,2903,5,7,0.3004,3921,771,344,76692,0.06566,-81.8,0.3004,0.3536,-0.2162,0.4749
iiuifappcf9e,user_5r58l1kr,7333,3500,10,3,-0.4562,4195,259,29,81837,0.05477,8.5,-0.4562,0.7654,-0.0775,-0.077
zr74rmd8vm7t,user_0tggn542,7334,2552,1,14,-0.1655,3478,1051,932,70920,0.077,-79.5,-0.1655,0.6828,-0.5865,0.2729
jh9kq77u0wpn,user_xokv3xnu,7335,1088,10,8,0.6395,1736,627,818,66660,0.04771,74.2,0.6395,0.4377,0.0929,-0.3259
nh37poay0w5f,user_emwknh6d,7336,3751,3,8,0.2807,189,1900,686,42262,0.06566,45.7,0.2807,0.5631,0.0462,0.3575
uwlpl3xoxu7q,user_4wra4ou1,7337,1952,6,9,0.5906,4378,1323,978,65053,0.10267,-85.1,0.5906,0.4331,0.387,0.2771
6x6uzolhiu2f,user_l6xl2wsv,7338,3752,6,9,0.5886,1525,1033,679,99488,0.03253,82.4,0.5886,0.1908,0.9206,-0.1953
17mnx4tl5qqw,user_shrtknzd,7339,3050,3,13,0.1173,90,765,9,41347,0.02089,61.5,0.1173,0.661,0.9381,0.0362
ujlrhkj9uhbz,user_gglfqzzd,7340,767,2,2,-0.5961,3161,960,972,56372,0.09034,29.1,-0.5961,0.3545,0.6267,-0.0192
ssman33k1xf4,user_j7hru6kk,7341,3601,9,14,-0.1613,1823,1146,136,40158,0.07731,52.9,-0.1613,0.6849,0.0958,-0.0455
18jt75liplgh,user_23tskyp1,7342,1476,7,7,0.2039,2088,1572,240,50873,0.07666,69.5,0.2039,0.6079,0.5438,-0.3592
2lcedf4pdrm2,user_oi8s6nyx,7343,2678,8,9,0.3352,3247,821,645,79636,0.05918,41.8,0.3352,0.1099,0.4372,0.3993
vi3eylukv532,user_h91q9xiv,7344,1162,1,1,0.3454,2434,855,252,85806,0.04126,96.8,0.3454,0.6514,-0.3408,-0.379
h7nreysym21m,user_bbglwrgd,7345,3104,6,9,0.5611,2050,977,964,39771,0.10034,85.2,0.5611,0.5701,0.414,-0.1818
2bcaus14arto,user_tetzdkps,7346,3697,2,2,-0.4575,451,1946,880,5025,0.65213,45.0,-0.4575,0.411,-0.284,-0.1123
qv3rslwzknhy,user_0q7j2ayv,7347,3753,1,10,0.0576,1461,797,259,31741,0.07929,-80.1,0.0576,0.3286,0.1588,0.3123
sr1g8eecqp8z,user_ipbdrtzc,7348,3630,1,6,-0.7414,3924,91,657,90171,0.05181,41.7,-0.7414,0.6554,0.7578,0.3818
m7kigfpgrd5n,user_wucofeag,7349,3754,7,15,0.0644,4303,277,212,7950,0.60276,-60.8,0.0644,0.145,-0.8,0.1744
2cekhkrj68uy,user_r0mn6f66,7350,41,7,7,0.9209,617,758,859,27066,0.08253,24.5,0.9209,0.7537,0.5794,-0.2776
qsgca9px7zmd,user_mrrrz4ux,7351,3755,2,8,0.3206,559,633,113,49593,0.02631,37.1,0.3206,0.5634,0.5532,0.3638
joguofb6ongg,user_t5f6e3bh,7352,3749,6,13,0.1264,2781,299,838,88022,0.04451,-6.1,0.1264,0.3804,-0.3779,0.1639
79q06qlf94zj,user_ved55oyl,7353,432,10,8,0.3631,2966,585,995,23775,0.1912,-60.9,0.3631,0.1775,0.4733,0.1253
k1c1pftxoaqf,user_elbqat15,7354,3702,5,2,-0.6731,4664,684,294,93246,0.0605,-82.4,-0.6731,0.1847,0.27,-0.473
ibna9ra5x7o9,user_vsuafao1,7355,1678,6,4,-0.604,3580,698,818,56811,0.0897,97.0,-0.604,0.6385,0.5268,-0.4672
gjcm241bl2qe,user_2d8x4lso,7356,479,5,7,0.3804,2523,593,528,83166,0.04381,-73.2,0.3804,0.4334,0.1654,0.3489
